"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"293","17","50","95","56","0","11","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.04","13-1199.04 - Business Continuity Planners"
"294","0","100","61","28","39","6","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.01","13-1199.01 - Energy Auditors"
"295","22","61","28","67","72","6","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.02","13-1199.02 - Security Management Specialists"
"296","6","78","89","0","17","33","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.03","13-1199.03 - Customs Brokers"
"297","17","50","95","56","0","11","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.04","13-1199.04 - Business Continuity Planners"
"298","45","33","78","56","11","22","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.05","13-1199.05 - Sustainability Specialists"
"299","11","78","100","6","50","22","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.06","13-1199.06 - Online Merchants"
"300","6","78","89","0","17","33","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.03","13-1199.03 - Customs Brokers"
"301","0","100","61","28","39","6","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.01","13-1199.01 - Energy Auditors"
"302","61","67","95","17","0","39","$26.02 hourly, $54,130 annual","https://www.onetonline.org/link/details/13-1131.00","13-1131.00 - Fundraisers"
"303","17","78","100","39","45","11","$46.70 hourly, $97,140 annual","https://www.onetonline.org/link/details/11-3051.02","11-3051.02 - Geothermal Production Managers"
"304","6","78","100","33","45","6","$46.70 hourly, $97,140 annual","https://www.onetonline.org/link/details/11-3051.06","11-3051.06 - Hydroelectric Production Managers"
"305","6","83","100","22","28","39","$46.70 hourly, $97,140 annual","https://www.onetonline.org/link/details/11-3051.00","11-3051.00 - Industrial Production Managers"
"306","11","56","83","89","6","22","$39.10 hourly, $81,330 annual","https://www.onetonline.org/link/details/13-1111.00","13-1111.00 - Management Analysts"
"307","22","67","100","6","11","56","$22.76 hourly, $47,350 annual","https://www.onetonline.org/link/details/13-1121.00","13-1121.00 - Meeting, Convention, and Event Planners"
"308","11","95","72","33","61","6","$46.70 hourly, $97,140 annual","https://www.onetonline.org/link/details/11-3051.05","11-3051.05 - Methane/Landfill Gas Collection System Operators"
"309","11","78","100","6","50","22","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.06","13-1199.06 - Online Merchants"
"310","28","72","61","89","33","11","$38.08 hourly, $79,200 annual","https://www.onetonline.org/link/details/15-2031.00","15-2031.00 - Operations Research Analysts"
"311","6","72","100","17","28","28","$53.65 hourly, $111,590 annual","https://www.onetonline.org/link/details/11-3061.00","11-3061.00 - Purchasing Managers"
"312","6","78","100","39","56","17","$46.70 hourly, $97,140 annual","https://www.onetonline.org/link/details/11-3051.01","11-3051.01 - Quality Control Systems Managers"
"313","22","61","28","67","72","6","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.02","13-1199.02 - Security Management Specialists"
"314","45","33","78","56","11","22","$33.19 hourly, $69,040 annual","https://www.onetonline.org/link/details/13-1199.05","13-1199.05 - Sustainability Specialists"
"315","28","61","83","39","6","22","$37.60 hourly, $78,210 annual","https://www.onetonline.org/link/details/11-9039.01","11-9039.01 - Distance Learning Coordinators"
"316","28","61","83","39","6","22","$37.60 hourly, $78,210 annual","https://www.onetonline.org/link/details/11-9039.01","11-9039.01 - Distance Learning Coordinators"
"317","22","39","95","28","45","61","$37.60 hourly, $78,210 annual","https://www.onetonline.org/link/details/11-9039.02","11-9039.02 - Fitness and Wellness Coordinators"
"318","28","56","95","17","6","89","$92,510 annual","https://www.onetonline.org/link/details/11-9032.00","11-9032.00 - Education Administrators, Elementary and Secondary School"
"319","33","67","100","33","0","61","$43.63 hourly, $90,760 annual","https://www.onetonline.org/link/details/11-9033.00","11-9033.00 - Education Administrators, Postsecondary"
"320","28","50","83","11","0","83","$22.01 hourly, $45,790 annual","https://www.onetonline.org/link/details/11-9031.00","11-9031.00 - Education Administrators, Preschool and Childcare Center/Program"
"321","22","39","95","28","45","61","$37.60 hourly, $78,210 annual","https://www.onetonline.org/link/details/11-9039.02","11-9039.02 - Fitness and Wellness Coordinators"
"322","11","95","22","72","33","39","$24.28 hourly, $50,500 annual","https://www.onetonline.org/link/details/25-4011.00","25-4011.00 - Archivists"
"323","17","72","17","33","72","61","$23.00 hourly, $47,840 annual","https://www.onetonline.org/link/details/25-9011.00","25-9011.00 - Audio-Visual and Multimedia Collections Specialists"
"324","50","78","89","50","22","39","$25.66 hourly, $53,360 annual","https://www.onetonline.org/link/details/25-4012.00","25-4012.00 - Curators"
"325","45","39","45","39","0","100","$26.23 hourly, $54,560 annual","https://www.onetonline.org/link/details/21-1012.00","21-1012.00 - Educational, Guidance, School, and Vocational Counselors"
"326","56","33","56","67","17","95","$30.03 hourly, $62,460 annual","https://www.onetonline.org/link/details/25-9031.00","25-9031.00 - Instructional Coordinators"
"327","50","39","72","50","33","56","$30.03 hourly, $62,460 annual","https://www.onetonline.org/link/details/25-9031.01","25-9031.01 - Instructional Designers and Technologists"
"328","83","45","17","39","6","72","$22.17 hourly, $46,120 annual","https://www.onetonline.org/link/details/27-3091.00","27-3091.00 - Interpreters and Translators"
"329","28","100","61","39","22","72","$27.73 hourly, $57,680 annual","https://www.onetonline.org/link/details/25-4021.00","25-4021.00 - Librarians"
"330","11","100","45","6","22","67","$15.81 hourly, $32,890 annual","https://www.onetonline.org/link/details/25-4031.00","25-4031.00 - Library Technicians"
"331","50","45","33","45","100","11","$19.25 hourly, $40,040 annual","https://www.onetonline.org/link/details/25-4013.00","25-4013.00 - Museum Technicians and Conservators"
"332","17","28","33","22","50","100","$53,860 annual","https://www.onetonline.org/link/details/25-2059.01","25-2059.01 - Adapted Physical Education Specialists"
"333","61","28","50","22","17","100","$24.35 hourly, $50,650 annual","https://www.onetonline.org/link/details/25-3011.00","25-3011.00 - Adult Basic and Secondary Education and Literacy Teachers and Instructors"
"334","39","33","22","83","61","95","$91,580 annual","https://www.onetonline.org/link/details/25-1041.00","25-1041.00 - Agricultural Sciences Teachers, Postsecondary"
"335","45","28","28","72","22","100","$81,350 annual","https://www.onetonline.org/link/details/25-1061.00","25-1061.00 - Anthropology and Archeology Teachers, Postsecondary"
"336","72","28","22","33","39","100","$79,250 annual","https://www.onetonline.org/link/details/25-1031.00","25-1031.00 - Architecture Teachers, Postsecondary"
"337","56","22","22","83","11","95","$73,020 annual","https://www.onetonline.org/link/details/25-1062.00","25-1062.00 - Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
"338","89","28","28","45","39","95","$68,650 annual","https://www.onetonline.org/link/details/25-1121.00","25-1121.00 - Art, Drama, and Music Teachers, Postsecondary"
"339","50","17","33","89","39","95","$85,410 annual","https://www.onetonline.org/link/details/25-1051.00","25-1051.00 - Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
"340","45","22","22","89","39","95","$76,650 annual","https://www.onetonline.org/link/details/25-1042.00","25-1042.00 - Biological Science Teachers, Postsecondary"
"341","39","45","56","50","0","100","$77,490 annual","https://www.onetonline.org/link/details/25-1011.00","25-1011.00 - Business Teachers, Postsecondary"
"342","72","56","28","56","6","100","$57,560 annual","https://www.onetonline.org/link/details/25-2023.00","25-2023.00 - Career/Technical Education Teachers, Middle School"
"343","45","28","45","45","39","100","$57,320 annual","https://www.onetonline.org/link/details/25-2032.00","25-2032.00 - Career/Technical Education Teachers, Secondary School"
"344","45","22","28","89","61","95","$76,750 annual","https://www.onetonline.org/link/details/25-1052.00","25-1052.00 - Chemistry Teachers, Postsecondary"
"345","17","39","78","6","78","83","$31,460 annual","https://www.onetonline.org/link/details/27-2022.00","27-2022.00 - Coaches and Scouts"
"346","61","39","45","50","0","100","$65,640 annual","https://www.onetonline.org/link/details/25-1122.00","25-1122.00 - Communications Teachers, Postsecondary"
"347","39","67","11","78","33","95","$77,570 annual","https://www.onetonline.org/link/details/25-1021.00","25-1021.00 - Computer Science Teachers, Postsecondary"
"348","33","11","33","78","28","95","$59,590 annual","https://www.onetonline.org/link/details/25-1111.00","25-1111.00 - Criminal Justice and Law Enforcement Teachers, Postsecondary"
"349","45","33","39","72","0","100","$95,770 annual","https://www.onetonline.org/link/details/25-1063.00","25-1063.00 - Economics Teachers, Postsecondary"
"350","56","28","33","50","6","100","$62,520 annual","https://www.onetonline.org/link/details/25-1081.00","25-1081.00 - Education Teachers, Postsecondary"
"351","56","50","22","45","6","100","$55,800 annual","https://www.onetonline.org/link/details/25-2021.00","25-2021.00 - Elementary School Teachers, Except Special Education"
"352","33","33","28","78","56","95","$97,530 annual","https://www.onetonline.org/link/details/25-1032.00","25-1032.00 - Engineering Teachers, Postsecondary"
"353","78","28","17","56","6","89","$63,730 annual","https://www.onetonline.org/link/details/25-1123.00","25-1123.00 - English Language and Literature Teachers, Postsecondary"
"354","56","11","28","83","33","100","$78,340 annual","https://www.onetonline.org/link/details/25-1053.00","25-1053.00 - Environmental Science Teachers, Postsecondary"
"355","22","22","61","56","72","100","$23.79 hourly, $49,490 annual","https://www.onetonline.org/link/details/25-9021.00","25-9021.00 - Farm and Home Management Advisors"
"356","72","28","33","72","6","100","$63,500 annual","https://www.onetonline.org/link/details/25-1124.00","25-1124.00 - Foreign Language and Literature Teachers, Postsecondary"
"357","39","28","22","83","56","89","$85,880 annual","https://www.onetonline.org/link/details/25-1043.00","25-1043.00 - Forestry and Conservation Science Teachers, Postsecondary"
"358","56","45","17","83","28","100","$76,810 annual","https://www.onetonline.org/link/details/25-1064.00","25-1064.00 - Geography Teachers, Postsecondary"
"359","39","50","33","17","6","89","$34,240 annual","https://www.onetonline.org/link/details/25-1191.00","25-1191.00 - Graduate Teaching Assistants"
"360","45","28","22","83","11","95","$99,360 annual","https://www.onetonline.org/link/details/25-1071.00","25-1071.00 - Health Specialties Teachers, Postsecondary"
"361","50","39","17","72","17","95","$71,820 annual","https://www.onetonline.org/link/details/25-1125.00","25-1125.00 - History Teachers, Postsecondary"
"362","56","28","28","67","11","95","$69,190 annual","https://www.onetonline.org/link/details/25-1192.00","25-1192.00 - Home Economics Teachers, Postsecondary"
"363","61","28","39","22","11","100","$52,620 annual","https://www.onetonline.org/link/details/25-2012.00","25-2012.00 - Kindergarten Teachers, Except Special Education"
"364","45","28","67","78","0","95","$111,210 annual","https://www.onetonline.org/link/details/25-1112.00","25-1112.00 - Law Teachers, Postsecondary"
"365","50","56","17","78","11","95","$68,410 annual","https://www.onetonline.org/link/details/25-1082.00","25-1082.00 - Library Science Teachers, Postsecondary"
"366","50","50","11","78","6","89","$69,520 annual","https://www.onetonline.org/link/details/25-1022.00","25-1022.00 - Mathematical Science Teachers, Postsecondary"
"367","67","33","39","39","22","100","$56,720 annual","https://www.onetonline.org/link/details/25-2022.00","25-2022.00 - Middle School Teachers, Except Special and Career/Technical Education"
"368","45","17","22","78","22","100","$69,130 annual","https://www.onetonline.org/link/details/25-1072.00","25-1072.00 - Nursing Instructors and Teachers, Postsecondary"
"369","67","22","28","56","0","100","$68,360 annual","https://www.onetonline.org/link/details/25-1126.00","25-1126.00 - Philosophy and Religion Teachers, Postsecondary"
"370","39","22","28","83","45","89","$84,570 annual","https://www.onetonline.org/link/details/25-1054.00","25-1054.00 - Physics Teachers, Postsecondary"
"371","50","33","61","39","0","100","$79,210 annual","https://www.onetonline.org/link/details/25-1065.00","25-1065.00 - Political Science Teachers, Postsecondary"
"372","78","17","39","28","17","100","$13.84 hourly, $28,790 annual","https://www.onetonline.org/link/details/25-2011.00","25-2011.00 - Preschool Teachers, Except Special Education"
"373","56","33","33","89","6","95","$73,140 annual","https://www.onetonline.org/link/details/25-1066.00","25-1066.00 - Psychology Teachers, Postsecondary"
"374","50","28","28","45","50","95","$59,180 annual","https://www.onetonline.org/link/details/25-1193.00","25-1193.00 - Recreation and Fitness Studies Teachers, Postsecondary"
"375","61","33","50","28","11","100","$58,030 annual","https://www.onetonline.org/link/details/25-2031.00","25-2031.00 - Secondary School Teachers, Except Special and Career/Technical Education"
"376","72","17","50","28","11","100","$17.95 hourly, $37,330 annual","https://www.onetonline.org/link/details/25-3021.00","25-3021.00 - Self-Enrichment Education Teachers"
"377","50","33","33","78","6","100","$64,030 annual","https://www.onetonline.org/link/details/25-1113.00","25-1113.00 - Social Work Teachers, Postsecondary"
"378","50","28","22","67","0","100","$71,840 annual","https://www.onetonline.org/link/details/25-1067.00","25-1067.00 - Sociology Teachers, Postsecondary"
"379","17","28","33","22","50","100","$53,860 annual","https://www.onetonline.org/link/details/25-2059.01","25-2059.01 - Adapted Physical Education Specialists"
"380","50","39","17","33","0","100","$57,040 annual","https://www.onetonline.org/link/details/25-2052.00","25-2052.00 - Special Education Teachers, Kindergarten and Elementary School"
"381","67","28","39","39","22","100","$58,560 annual","https://www.onetonline.org/link/details/25-2053.00","25-2053.00 - Special Education Teachers, Middle School"
"382","50","39","11","28","0","100","$52,460 annual","https://www.onetonline.org/link/details/25-2051.00","25-2051.00 - Special Education Teachers, Preschool"
"383","50","39","45","56","11","100","$59,700 annual","https://www.onetonline.org/link/details/25-2054.00","25-2054.00 - Special Education Teachers, Secondary School"
"384","45","72","33","28","0","100","$25,410 annual","https://www.onetonline.org/link/details/25-9041.00","25-9041.00 - Teacher Assistants"
"385","33","33","11","67","6","95","$39,570 annual","https://www.onetonline.org/link/details/25-3099.02","25-3099.02 - Tutors"
"386","33","33","11","67","6","95","$39,570 annual","https://www.onetonline.org/link/details/25-3099.02","25-3099.02 - Tutors"
"387","28","22","39","28","72","100","$24.36 hourly, $50,660 annual","https://www.onetonline.org/link/details/25-1194.00","25-1194.00 - Vocational Education Teachers, Postsecondary"
"388","0","100","50","33","6","11","$32.76 hourly, $68,150 annual","https://www.onetonline.org/link/details/13-2011.01","13-2011.01 - Accountants"
"389","0","100","50","33","6","11","$32.76 hourly, $68,150 annual","https://www.onetonline.org/link/details/13-2011.01","13-2011.01 - Accountants"
"390","0","100","78","45","11","17","$32.76 hourly, $68,150 annual","https://www.onetonline.org/link/details/13-2011.02","13-2011.02 - Auditors"
"391","0","100","78","45","11","17","$32.76 hourly, $68,150 annual","https://www.onetonline.org/link/details/13-2011.02","13-2011.02 - Auditors"
"392","0","95","78","6","17","22","$17.00 hourly, $35,350 annual","https://www.onetonline.org/link/details/43-3011.00","43-3011.00 - Bill and Account Collectors"
"393","0","100","72","33","28","33","$33.62 hourly, $69,930 annual","https://www.onetonline.org/link/details/13-2041.00","13-2041.00 - Credit Analysts"
"394","0","89","67","6","11","22","$17.75 hourly, $36,930 annual","https://www.onetonline.org/link/details/43-4041.01","43-4041.01 - Credit Authorizers"
"395","0","89","67","6","11","22","$17.75 hourly, $36,930 annual","https://www.onetonline.org/link/details/43-4041.01","43-4041.01 - Credit Authorizers"
"396","0","95","72","28","17","33","$17.75 hourly, $36,930 annual","https://www.onetonline.org/link/details/43-4041.02","43-4041.02 - Credit Checkers"
"397","0","95","72","28","17","33","$17.75 hourly, $36,930 annual","https://www.onetonline.org/link/details/43-4041.02","43-4041.02 - Credit Checkers"
"398","0","100","61","6","6","28","$18.57 hourly, $38,630 annual","https://www.onetonline.org/link/details/43-4131.00","43-4131.00 - Loan Interviewers and Clerks"
"399","0","95","83","28","0","50","$30.60 hourly, $63,650 annual","https://www.onetonline.org/link/details/13-2072.00","13-2072.00 - Loan Officers"
"400","0","95","61","6","28","17","$13.11 hourly, $27,260 annual","https://www.onetonline.org/link/details/43-3071.00","43-3071.00 - Tellers"
"401","6","100","78","50","11","22","$35.50 hourly, $73,840 annual","https://www.onetonline.org/link/details/13-2031.00","13-2031.00 - Budget Analysts"
"402","22","95","67","78","28","0","$39.31 hourly, $81,760 annual","https://www.onetonline.org/link/details/13-2051.00","13-2051.00 - Financial Analysts"
"403","0","100","83","28","11","28","$58.54 hourly, $121,750 annual","https://www.onetonline.org/link/details/11-3031.01","11-3031.01 - Treasurers and Controllers"
"404","6","67","100","11","11","39","$58.54 hourly, $121,750 annual","https://www.onetonline.org/link/details/11-3031.02","11-3031.02 - Financial Managers, Branch or Department"
"405","6","67","100","11","11","39","$58.54 hourly, $121,750 annual","https://www.onetonline.org/link/details/11-3031.02","11-3031.02 - Financial Managers, Branch or Department"
"406","0","100","61","6","11","28","$17.57 hourly, $36,550 annual","https://www.onetonline.org/link/details/13-2082.00","13-2082.00 - Tax Preparers"
"407","0","100","83","28","11","28","$58.54 hourly, $121,750 annual","https://www.onetonline.org/link/details/11-3031.01","11-3031.01 - Treasurers and Controllers"
"408","11","83","39","56","17","0","$48.37 hourly, $100,610 annual","https://www.onetonline.org/link/details/15-2011.00","15-2011.00 - Actuaries"
"409","6","95","72","39","28","28","$30.62 hourly, $63,680 annual","https://www.onetonline.org/link/details/13-1031.01","13-1031.01 - Claims Examiners, Property and Casualty Insurance"
"410","6","95","72","28","28","28","$30.62 hourly, $63,680 annual","https://www.onetonline.org/link/details/13-1031.02","13-1031.02 - Insurance Adjusters, Examiners, and Investigators"
"411","6","95","72","39","28","28","$30.62 hourly, $63,680 annual","https://www.onetonline.org/link/details/13-1031.01","13-1031.01 - Claims Examiners, Property and Casualty Insurance"
"412","6","95","72","28","28","28","$30.62 hourly, $63,680 annual","https://www.onetonline.org/link/details/13-1031.02","13-1031.02 - Insurance Adjusters, Examiners, and Investigators"
"413","0","95","56","17","78","22","$30.53 hourly, $63,510 annual","https://www.onetonline.org/link/details/13-1032.00","13-1032.00 - Insurance Appraisers, Auto Damage"
"414","0","95","61","17","0","33","$18.48 hourly, $38,430 annual","https://www.onetonline.org/link/details/43-9041.01","43-9041.01 - Insurance Claims Clerks"
"415","0","100","56","11","0","22","$18.48 hourly, $38,430 annual","https://www.onetonline.org/link/details/43-9041.02","43-9041.02 - Insurance Policy Processing Clerks"
"416","0","95","61","17","0","33","$18.48 hourly, $38,430 annual","https://www.onetonline.org/link/details/43-9041.01","43-9041.01 - Insurance Claims Clerks"
"417","0","100","56","11","0","22","$18.48 hourly, $38,430 annual","https://www.onetonline.org/link/details/43-9041.02","43-9041.02 - Insurance Policy Processing Clerks"
"418","6","72","100","11","22","45","$24.03 hourly, $49,990 annual","https://www.onetonline.org/link/details/41-3021.00","41-3021.00 - Insurance Sales Agents"
"419","0","89","61","39","6","22","$32.54 hourly, $67,680 annual","https://www.onetonline.org/link/details/13-2053.00","13-2053.00 - Insurance Underwriters"
"420","0","100","72","11","28","33","$23.65 hourly, $49,200 annual","https://www.onetonline.org/link/details/43-4011.00","43-4011.00 - Brokerage Clerks"
"421","45","78","33","95","22","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.01","13-2099.01 - Financial Quantitative Analysts"
"422","45","78","33","95","22","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.01","13-2099.01 - Financial Quantitative Analysts"
"423","6","100","78","61","28","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.02","13-2099.02 - Risk Management Specialists"
"424","0","95","89","33","22","22","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.03","13-2099.03 - Investment Underwriters"
"425","0","45","89","78","22","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.04","13-2099.04 - Fraud Examiners, Investigators and Analysts"
"426","0","45","89","78","22","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.04","13-2099.04 - Fraud Examiners, Investigators and Analysts"
"427","0","95","89","33","22","22","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.03","13-2099.03 - Investment Underwriters"
"428","6","78","95","33","0","45","$43.53 hourly, $90,530 annual","https://www.onetonline.org/link/details/13-2052.00","13-2052.00 - Personal Financial Advisors"
"429","6","100","78","61","28","6","$33.40 hourly, $69,470 annual","https://www.onetonline.org/link/details/13-2099.02","13-2099.02 - Risk Management Specialists"
"430","17","56","100","17","0","33","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.02","41-3031.02 - Sales Agents, Financial Services"
"431","6","78","100","22","6","39","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.01","41-3031.01 - Sales Agents, Securities and Commodities"
"432","0","61","95","6","0","22","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.03","41-3031.03 - Securities and Commodities Traders"
"433","6","78","100","22","6","39","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.01","41-3031.01 - Sales Agents, Securities and Commodities"
"434","17","56","100","17","0","33","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.02","41-3031.02 - Sales Agents, Financial Services"
"435","0","61","95","6","0","22","$32.36 hourly, $67,310 annual","https://www.onetonline.org/link/details/41-3031.03","41-3031.03 - Securities and Commodities Traders"
"436","0","78","28","72","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.01","53-6051.01 - Aviation Inspectors"
"437","17","83","17","83","67","17","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.01","13-1041.01 - Environmental Compliance Inspectors"
"438","0","83","83","11","22","33","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.02","13-1041.02 - Licensing Examiners and Inspectors"
"439","22","56","83","33","0","89","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.03","13-1041.03 - Equal Opportunity Representatives and Officers"
"440","0","95","56","33","45","17","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.04","13-1041.04 - Government Property Inspectors and Investigators"
"441","6","67","45","95","67","22","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.06","13-1041.06 - Coroners"
"442","0","89","78","17","11","6","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.07","13-1041.07 - Regulatory Affairs Specialists"
"443","6","67","45","95","67","22","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.06","13-1041.06 - Coroners"
"444","17","83","17","83","67","17","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.01","13-1041.01 - Environmental Compliance Inspectors"
"445","22","56","83","33","0","89","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.03","13-1041.03 - Equal Opportunity Representatives and Officers"
"446","6","78","95","33","6","17","$38.11 hourly, $79,280 annual","https://www.onetonline.org/link/details/13-2061.00","13-2061.00 - Financial Examiners"
"447","0","89","45","28","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.08","53-6051.08 - Freight and Cargo Inspectors"
"448","0","95","56","33","45","17","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.04","13-1041.04 - Government Property Inspectors and Investigators"
"449","45","33","100","45","0","61","$23,470 annual","https://www.onetonline.org/link/details/11-1031.00","11-1031.00 - Legislators"
"450","0","83","83","11","22","33","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.02","13-1041.02 - Licensing Examiners and Inspectors"
"451","0","89","78","17","11","6","$31.99 hourly, $66,540 annual","https://www.onetonline.org/link/details/13-1041.07","13-1041.07 - Regulatory Affairs Specialists"
"452","0","78","28","72","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.01","53-6051.01 - Aviation Inspectors"
"453","6","78","17","50","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.07","53-6051.07 - Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
"454","0","89","45","28","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.08","53-6051.08 - Freight and Cargo Inspectors"
"455","6","78","17","50","95","6","$34.72 hourly, $72,220 annual","https://www.onetonline.org/link/details/53-6051.07","53-6051.07 - Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
"456","0","56","78","11","78","28","$19.08 hourly, $39,680 annual","https://www.onetonline.org/link/details/33-9093.00","33-9093.00 - Transportation Security Screeners"
"457","11","50","11","89","56","6","$22.53 hourly, $46,850 annual","https://www.onetonline.org/link/details/43-9111.01","43-9111.01 - Bioinformatics Technicians"
"458","17","100","45","72","28","6","$22.53 hourly, $46,850 annual","https://www.onetonline.org/link/details/43-9111.00","43-9111.00 - Statistical Assistants"
"459","50","33","61","95","33","17","$33.66 hourly, $70,020 annual","https://www.onetonline.org/link/details/19-3051.00","19-3051.00 - Urban and Regional Planners"
"460","0","100","56","17","45","39","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.01","43-4031.01 - Court Clerks"
"461","0","100","56","17","45","39","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.01","43-4031.01 - Court Clerks"
"462","6","100","67","33","17","33","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.02","43-4031.02 - Municipal Clerks"
"463","0","95","61","6","6","33","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.03","43-4031.03 - License Clerks"
"464","11","78","56","0","6","83","$20.84 hourly, $43,350 annual","https://www.onetonline.org/link/details/43-4061.00","43-4061.00 - Eligibility Interviewers, Government Programs"
"465","17","45","78","33","45","89","$33.89 hourly, $70,500 annual","https://www.onetonline.org/link/details/11-9161.00","11-9161.00 - Emergency Management Directors"
"466","0","95","61","6","6","33","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.03","43-4031.03 - License Clerks"
"467","6","100","67","33","17","33","$17.63 hourly, $36,670 annual","https://www.onetonline.org/link/details/43-4031.02","43-4031.02 - Municipal Clerks"
"468","0","78","100","11","33","56","$34.45 hourly, $71,670 annual","https://www.onetonline.org/link/details/11-9131.00","11-9131.00 - Postmasters and Mail Superintendents"
"469","6","56","39","50","95","11","$20.58 hourly, $42,800 annual","https://www.onetonline.org/link/details/45-2011.00","45-2011.00 - Agricultural Inspectors"
"470","6","83","28","61","100","0","$28.12 hourly, $58,480 annual","https://www.onetonline.org/link/details/47-4011.00","47-4011.00 - Construction and Building Inspectors"
"471","6","72","28","95","50","50","$34.09 hourly, $70,920 annual","https://www.onetonline.org/link/details/29-9011.00","29-9011.00 - Occupational Health and Safety Specialists"
"472","6","100","33","50","67","39","$23.47 hourly, $48,820 annual","https://www.onetonline.org/link/details/29-9012.00","29-9012.00 - Occupational Health and Safety Technicians"
"473","0","78","72","45","33","6","$24.93 hourly, $51,850 annual","https://www.onetonline.org/link/details/13-2021.01","13-2021.01 - Assessors"
"474","0","78","83","17","45","22","$24.93 hourly, $51,850 annual","https://www.onetonline.org/link/details/13-2021.02","13-2021.02 - Appraisers, Real Estate"
"475","0","78","83","17","45","22","$24.93 hourly, $51,850 annual","https://www.onetonline.org/link/details/13-2021.02","13-2021.02 - Appraisers, Real Estate"
"476","0","78","72","45","33","6","$24.93 hourly, $51,850 annual","https://www.onetonline.org/link/details/13-2021.01","13-2021.01 - Assessors"
"477","0","100","78","17","28","39","$25.03 hourly, $52,060 annual","https://www.onetonline.org/link/details/13-2081.00","13-2081.00 - Tax Examiners and Collectors, and Revenue Agents"
"478","28","45","22","100","78","17","$41.16 hourly, $85,620 annual","https://www.onetonline.org/link/details/17-2031.00","17-2031.00 - Biomedical Engineers"
"479","56","22","11","100","56","50","$38.72 hourly, $80,530 annual","https://www.onetonline.org/link/details/19-1042.00","19-1042.00 - Medical Scientists, Except Epidemiologists"
"480","6","45","22","72","72","72","$26.71 hourly, $55,570 annual","https://www.onetonline.org/link/details/29-2031.00","29-2031.00 - Cardiovascular Technologists and Technicians"
